city,city_ascii,country,lat,lng
Kunisakimachi-tsurugawa,Kunisakimachi-tsurugawa,Japan,33.5653,131.7317
Lagoa Grande,Lagoa Grande,Brazil,-8.9969,-40.2719
Nova Soure,Nova Soure,Brazil,-11.2328,-38.4828
Roth,Roth,Germany,49.2461,11.0911
Chester-le-Street,Chester-le-Street,United Kingdom,54.8594,-1.5699
Santa Lucia La Reforma,Santa Lucia La Reforma,Guatemala,15.1333,-91.2333
Verl,Verl,Germany,51.8831,8.5167
Cochrane,Cochrane,Canada,51.189,-114.467
Laurel,Laurel,United States,31.6956,-89.1448
Marshfield,Marshfield,United States,42.114,-70.715
Monte Cristi,Monte Cristi,Dominican Republic,19.85,-71.65
Bagno a Ripoli,Bagno a Ripoli,Italy,43.75,11.3167
Yany Kapu,Yany Kapu,Ukraine,45.9675,33.8003
Holbrook,Holbrook,United States,40.7944,-73.0707
Broadstairs,Broadstairs,United Kingdom,51.3589,1.4394
Huejotzingo,Huejotzingo,Mexico,19.1594,-98.4073
Kireyevsk,Kireyevsk,Russia,53.9333,37.9333
Nechí,Nechi,Colombia,8.0958,-74.775
Hasköy,Haskoy,Turkey,38.6864,41.6936
Velingrad,Velingrad,Bulgaria,42.0276,23.9913
Tabuelan,Tabuelan,Philippines,10.85,123.9
Bay Point,Bay Point,United States,38.0329,-121.9614
Surgidero de Batabanó,Surgidero de Batabano,Cuba,22.6986,-82.2939
Mansfield,Mansfield,United States,41.7892,-72.2287
Pereira Barreto,Pereira Barreto,Brazil,-20.6383,-51.1092
Woodstock,Woodstock,United States,42.3096,-88.4352
Nanpingcun,Nanpingcun,China,39.753,114.0923
Firmat,Firmat,Argentina,-33.45,-61.4833
Lochearn,Lochearn,United States,39.346,-76.7307
Groß-Gerau,Gross-Gerau,Germany,49.9214,8.4818
Zittau,Zittau,Germany,50.8961,14.8072
Umbaúba,Umbauba,Brazil,-11.3828,-37.6578
Santa Rosa de Viterbo,Santa Rosa de Viterbo,Brazil,-21.4728,-47.3628
Green,Green,United States,40.9483,-81.4757
Oulad Said,Oulad Said,Morocco,32.632,-8.8456
Felipe Carrillo Puerto,Felipe Carrillo Puerto,Mexico,19.5786,-88.0453
Wall,Wall,United States,40.1674,-74.0974
Saky,Saky,Ukraine,45.1336,33.5772
Pfungstadt,Pfungstadt,Germany,49.8056,8.6044
Saint-Ouen-l’Aumône,Saint-Ouen-l'Aumone,France,49.0447,2.1111
Aimorés,Aimores,Brazil,-19.4958,-41.0639
Carandaí,Carandai,Brazil,-20.9539,-43.8058
Ishii,Ishii,Japan,34.0675,134.4419
Rinteln,Rinteln,Germany,52.1906,9.0814
Carahue,Carahue,Chile,-38.7,-73.1667
Cuerámaro,Cueramaro,Mexico,20.6258,-101.6739
Panelas,Panelas,Brazil,-8.6639,-36.0058
Golborne,Golborne,United Kingdom,53.4758,-2.5943
Étampes,Etampes,France,48.4343,2.1615
Thetford Mines,Thetford Mines,Canada,46.1,-71.3
Lamzoudia,Lamzoudia,Morocco,31.5833,-8.4833
Alhaurín el Grande,Alhaurin el Grande,Spain,36.6331,-4.6831
Owatonna,Owatonna,United States,44.0914,-93.2304
Ditzingen,Ditzingen,Germany,48.8264,9.0667
Tepetlaoxtoc,Tepetlaoxtoc,Mexico,19.5731,-98.8203
Adra,Adra,Spain,36.7478,-3.0161
Pooler,Pooler,United States,32.1043,-81.2568
Lennestadt,Lennestadt,Germany,51.1236,8.0681
Exeter,Exeter,United States,40.3139,-75.834
Haiwei,Haiwei,China,19.4275,108.8129
Balabanovo,Balabanovo,Russia,55.1833,36.65
Haisyn,Haisyn,Ukraine,48.8094,29.3906
Datu Piang,Datu Piang,Philippines,7.0178,124.4974
Yolombó,Yolombo,Colombia,6.5978,-75.0122
Bom Jesus,Bom Jesus,Brazil,-18.215,-49.7419
Siófok,Siofok,Hungary,46.9,18.05
Madison,Madison,United States,32.4738,-90.13
Nesher,Nesher,Israel,32.7667,35.05
Sarrat,Sarrat,Philippines,18.1622,120.6478
Lancaster,Lancaster,United States,34.7247,-80.7801
Otradnoye,Otradnoye,Russia,59.7833,30.8167
Oliva,Oliva,Spain,38.9194,-0.1211
Veenoord,Veenoord,Netherlands,52.9875,6.2914
Lanling,Lanling,China,23.0093,114.5697
Piraí do Sul,Pirai do Sul,Brazil,-24.5258,-49.9489
Rottweil,Rottweil,Germany,48.1681,8.6247
Austin,Austin,United States,43.6718,-92.9783
Mata Grande,Mata Grande,Brazil,-9.1178,-37.7339
Fengruncun,Fengruncun,China,34.8537,109.8283
Lockport,Lockport,United States,41.5904,-88.0292
Oulad Tayeb,Oulad Tayeb,Morocco,33.9598,-4.9954
Ciempozuelos,Ciempozuelos,Spain,40.1592,-3.6183
Puebla de Vallbona,Puebla de Vallbona,Spain,39.5917,-0.553
Poro,Poro,Philippines,10.6333,124.4167
Franklin,Franklin,United States,39.4938,-86.0546
Wiehl,Wiehl,Germany,50.95,7.5333
Courtenay,Courtenay,Canada,49.6878,-124.9944
Olesa de Montserrat,Olesa de Montserrat,Spain,41.545,1.8944
São Geraldo do Araguaia,Sao Geraldo do Araguaia,Brazil,-6.4008,-48.555
Vynohradiv,Vynohradiv,Ukraine,48.1397,23.0331
Gosforth,Gosforth,United Kingdom,55.007,-1.623
South Salt Lake,South Salt Lake,United States,40.7056,-111.8986
Plettenberg,Plettenberg,Germany,51.2128,7.8715
Legnago,Legnago,Italy,45.1929,11.3115
Tarpon Springs,Tarpon Springs,United States,28.1493,-82.7623
Edgewood,Edgewood,United States,39.421,-76.2968
Soure,Soure,Brazil,-0.7169,-48.5228
Busselton,Busselton,Australia,-33.6478,115.3458
Rudolstadt,Rudolstadt,Germany,50.7169,11.3275
Tougué,Tougue,Guinea,11.44,-11.67
Dingalan,Dingalan,Philippines,15.3833,121.4
Santa Maria,Santa Maria,Philippines,17.4667,121.75
Staßfurt,Stassfurt,Germany,51.8667,11.5667
Bluffton,Bluffton,United States,32.2135,-80.9316
Sevierville,Sevierville,United States,35.8873,-83.5677
Forest Grove,Forest Grove,United States,45.5244,-123.1101
Paete,Paete,Philippines,14.3667,121.4833
Yanyan,Yanyan,China,24.4166,116.3271
Randolph,Randolph,United States,40.8434,-74.5818
Solano,Solano,Colombia,0.6983,-75.2539
Bugho,Bugho,Philippines,10.8,124.9333
Sun City West,Sun City West,United States,33.6693,-112.3575
Thiene,Thiene,Italy,45.7072,11.4786
Luzilândia,Luzilandia,Brazil,-3.4578,-42.37
Cambará,Cambara,Brazil,-23.0458,-50.0739
Yanaul,Yanaul,Russia,56.2667,54.9333
South Portland,South Portland,United States,43.631,-70.2895
Ruskin,Ruskin,United States,27.7065,-82.4209
Denison,Denison,United States,33.7672,-96.5807
Maaseik,Maaseik,Belgium,51.1019,5.7856
Farmington,Farmington,United States,41.7288,-72.8407
Brilon,Brilon,Germany,51.3956,8.5678
Oud-Beijerland,Oud-Beijerland,Netherlands,51.82,4.42
Eidsvoll,Eidsvoll,Norway,60.3475,11.2508
Del Gallego,Del Gallego,Philippines,13.9167,122.6
Ain Aicha,Ain Aicha,Morocco,34.4833,-4.7
Piagapo,Piagapo,Philippines,8,124.2
Alta Floresta D’Oeste,Alta Floresta D'Oeste,Brazil,-11.9283,-61.995
Samtredia,Samtredia,Georgia,42.1625,42.3417
Tanabi,Tanabi,Brazil,-20.6258,-49.6489
Skawina,Skawina,Poland,49.9753,19.8275
Keystone,Keystone,United States,28.1312,-82.5999
Moon,Moon,United States,40.5082,-80.2073
Korostyshiv,Korostyshiv,Ukraine,50.3186,29.0592
Dalmine,Dalmine,Italy,45.65,9.6
Workington,Workington,United Kingdom,54.6365,-3.5549
Jequitinhonha,Jequitinhonha,Brazil,-16.4339,-41.0028
Witham,Witham,United Kingdom,51.7978,0.6373
Sandoná,Sandona,Colombia,1.2847,-77.4711
Vistahermosa,Vistahermosa,Colombia,3.1239,-73.7514
Laon,Laon,France,49.5639,3.6244
Tamboril,Tamboril,Brazil,-4.8319,-40.3208
Markkleeberg,Markkleeberg,Germany,51.2778,12.3833
San José,San Jose,Colombia,1.6967,-78.2453
La Unión,La Union,Colombia,1.6053,-77.1297
Inta,Inta,Russia,66.0398,60.1315
Capão do Leão,Capao do Leao,Brazil,-31.7628,-52.4839
Ruvo di Puglia,Ruvo di Puglia,Italy,41.1173,16.4837
Yamagata,Yamagata,Japan,35.5061,136.7814
Wumaying,Wumaying,China,38.0094,116.8032
Lamut,Lamut,Philippines,16.65,121.225
Ituporanga,Ituporanga,Brazil,-27.4139,-49.6008
Ozëry,Ozery,Russia,54.85,38.55
San Pablo,San Pablo,Philippines,17.4831,121.9878
La Valette-du-Var,La Valette-du-Var,France,43.1383,5.9831
Tupaciguara,Tupaciguara,Brazil,-18.5928,-48.705
Albergaria-a-Velha,Albergaria-a-Velha,Portugal,40.6936,-8.4806
Taupo,Taupo,New Zealand,-38.69,176.08
Sevlievo,Sevlievo,Bulgaria,43.0258,25.1039
Harsewinkel,Harsewinkel,Germany,51.9667,8.2331
Cuijk,Cuijk,Netherlands,51.7269,5.8794
Meckenheim,Meckenheim,Germany,50.6333,7.0167
Bom Jesus,Bom Jesus,Brazil,-9.0739,-44.3589
Şaydnāyā,Saydnaya,Syria,33.6958,36.3775
Areia Branca,Areia Branca,Brazil,-4.9558,-37.1369
Claremore,Claremore,United States,36.3143,-95.6099
Pinheiral,Pinheiral,Brazil,-22.5128,-44.0008
Whitehaven,Whitehaven,United Kingdom,54.548,-3.5855
Homewood,Homewood,United States,33.4617,-86.8092
Muret,Muret,France,43.4611,1.3267
Formosa do Rio Preto,Formosa do Rio Preto,Brazil,-11.0478,-45.1928
São João da Ponte,Sao Joao da Ponte,Brazil,-15.9289,-44.0078
Chiromo,Chiromo,Malawi,-16.55,35.1332
Mengdan,Mengdan,China,24.2752,98.4672
Ibiá,Ibia,Brazil,-19.4778,-46.5389
La Blanca,La Blanca,Guatemala,14.5791,-92.1414
Magog,Magog,Canada,45.2667,-72.15
Hudson,Hudson,United States,42.7639,-71.4072
Mednogorsk,Mednogorsk,Russia,51.4221,57.5953
Pandag,Pandag,Philippines,6.7411,124.7827
Tabina,Tabina,Philippines,7.4655,123.4086
Horb am Neckar,Horb am Neckar,Germany,48.445,8.6911
Chocontá,Choconta,Colombia,5.1467,-73.6825
Farmington,Farmington,United States,40.9846,-111.9065
Westerlo,Westerlo,Belgium,51.0897,4.9153
Salamanca,Salamanca,Chile,-31.7667,-70.9667
Columbine,Columbine,United States,39.5879,-105.0694
Zheleznovodsk,Zheleznovodsk,Russia,44.1333,43.0333
Pinal de Amoles,Pinal de Amoles,Mexico,21.1342,-99.4586
Canyon Lake,Canyon Lake,United States,29.8761,-98.2611
Lopez Jaena,Lopez Jaena,Philippines,8.55,123.7667
Oulad Barhil,Oulad Barhil,Morocco,30.6388,-8.4732
Kingsville,Kingsville,United States,27.5094,-97.8611
Kochubeyevskoye,Kochubeyevskoye,Russia,44.6706,41.838
Forest City,Forest City,United States,35.3338,-81.8702
Cabangan,Cabangan,Philippines,15.1333,120.15
Merelbeke,Merelbeke,Belgium,50.9939,3.7461
Salem,Salem,United States,37.2864,-80.0555
Baar,Baar,Switzerland,47.1956,8.5264
Bainbridge Island,Bainbridge Island,United States,47.6439,-122.5434
Norden,Norden,Germany,53.5967,7.2056
Salzkotten,Salzkotten,Germany,51.6708,8.6047
Petershagen,Petershagen,Germany,52.3833,8.9667
Dedham,Dedham,United States,42.2466,-71.1777
Khed Brahma,Khed Brahma,India,24.0299,73.0463
Caledonia,Caledonia,United States,42.7986,-87.8762
Kamo,Kamo,Japan,37.6667,139.0333
Elói Mendes,Eloi Mendes,Brazil,-21.61,-45.565
De Witt,De Witt,United States,43.0503,-76.0712
Cajuru,Cajuru,Brazil,-21.2753,-47.3042
Champlin,Champlin,United States,45.1702,-93.3903
El Ghiate,El Ghiate,Morocco,32.0331,-9.1625
Sprockhövel,Sprockhovel,Germany,51.3614,7.244
Lom,Lom,Bulgaria,43.8272,23.2364
Thetford,Thetford,United Kingdom,52.41,0.74
Kariba,Kariba,Zimbabwe,-16.5333,28.8
Frederikshavn,Frederikshavn,Denmark,57.4337,10.5333
Camalaniugan,Camalaniugan,Philippines,18.2667,121.6833
Xiaolongtan,Xiaolongtan,China,23.8099,103.203
Safsaf,Safsaf,Morocco,34.5581,-6.0078
Kościerzyna,Koscierzyna,Poland,54.1167,17.9833
Anastácio,Anastacio,Brazil,-20.4839,-55.8069
Sastamala,Sastamala,Finland,61.3417,22.9083
Apiaí,Apiai,Brazil,-24.5097,-48.8428
Edwardsville,Edwardsville,United States,38.7923,-89.9877
Pinillos,Pinillos,Colombia,8.915,-74.4619
Genzano di Roma,Genzano di Roma,Italy,41.7022,12.6925
Rochefort,Rochefort,France,45.9421,-0.9588
Fairland,Fairland,United States,39.0804,-76.9527
Bad Oldesloe,Bad Oldesloe,Germany,53.8117,10.3742
Morozovsk,Morozovsk,Russia,48.35,41.8333
Elk River,Elk River,United States,45.3314,-93.567
Tōno,Tono,Japan,39.3275,141.5336
Onda,Onda,Spain,39.9625,-0.2639
Idstein,Idstein,Germany,50.2206,8.2692
Rosemount,Rosemount,United States,44.7465,-93.0662
San Isidro,San Isidro,Philippines,16.8667,121.7667
Portogruaro,Portogruaro,Italy,45.7833,12.8333
Sezze,Sezze,Italy,41.5,13.0667
Fountain Hills,Fountain Hills,United States,33.6073,-111.7398
Espera Feliz,Espera Feliz,Brazil,-20.65,-41.9069
Droitwich,Droitwich,United Kingdom,52.267,-2.153
Otuzco,Otuzco,Peru,-7.9025,-78.5657
Cambre,Cambre,Spain,43.283,-8.333
Paoay,Paoay,Philippines,18.0553,120.5161
Agrestina,Agrestina,Brazil,-8.45,-35.95
Shaqlāwah,Shaqlawah,Iraq,36.3964,44.3436
Santa María Tonameca,Santa Maria Tonameca,Mexico,15.7458,-96.5472
Raahe,Raahe,Finland,64.6847,24.4792
Tarangnan,Tarangnan,Philippines,11.9,124.75
Socorro,Socorro,Colombia,6.4603,-73.27
Icatu,Icatu,Brazil,-2.7758,-44.0658
Quissamã,Quissama,Brazil,-22.1069,-41.4719
Nedre Eiker,Nedre Eiker,Norway,59.7647,10.0333
Great Sankey,Great Sankey,United Kingdom,53.3918,-2.6383
Charentsavan,Charentsavan,Armenia,40.4097,44.6431
Delitzsch,Delitzsch,Germany,51.5264,12.3425
Atkarsk,Atkarsk,Russia,51.8667,45
Sovetskaya Gavan’,Sovetskaya Gavan',Russia,48.9667,140.2833
Villarrobledo,Villarrobledo,Spain,39.2667,-2.6
Belvidere,Belvidere,United States,42.2544,-88.8649
Ereymentaū,Ereymentau,Kazakhstan,51.6303,73.1049
Yuzhang,Yuzhang,China,25.3561,105.102
Riverside,Riverside,United States,39.7836,-84.1219
Reading,Reading,United States,42.5351,-71.1056
Middle River,Middle River,United States,39.3345,-76.4318
Walpole,Walpole,United States,42.1465,-71.2555
Muskego,Muskego,United States,42.886,-88.1291
Jaleshwar,Jaleshwar,Nepal,26.6333,85.8
Wolfsberg,Wolfsberg,Austria,46.8419,14.8408
Hazelwood,Hazelwood,United States,38.7931,-90.3899
Scottsbluff,Scottsbluff,United States,41.8684,-103.6616
Tubay,Tubay,Philippines,9.165,125.5226
Pitsea,Pitsea,United Kingdom,51.569,0.504
Dalupo,Dalupo,China,19.3908,110.4662
Santo Tomás,Santo Tomas,Peru,-14.45,-72.082
Saguiaran,Saguiaran,Philippines,8.0333,124.2667
Uauá,Uaua,Brazil,-9.8419,-39.4819
Derry,Derry,United States,40.2709,-76.6561
Matriz de Camarajibe,Matriz de Camarajibe,Brazil,-9.1519,-35.5328
Krems an der Donau,Krems an der Donau,Austria,48.4167,15.6167
Whitehorse,Whitehorse,Canada,60.7029,-135.0691
Białogard,Bialogard,Poland,54.007,15.9875
Doctor Mora,Doctor Mora,Mexico,21.1425,-100.3192
Sakai,Sakai,Japan,36.1,139.8
Fresno,Fresno,United States,29.5358,-95.4696
Rockaway,Rockaway,United States,40.9602,-74.4988
Turnu Măgurele,Turnu Magurele,Romania,43.7517,24.8708
Ridgewood,Ridgewood,United States,40.9822,-74.1128
Wujiaying,Wujiaying,China,33.1871,107.048
Piritiba,Piritiba,Brazil,-11.73,-40.555
Cruz,Cruz,Brazil,-2.9178,-40.1719
Santa Maria do Pará,Santa Maria do Para,Brazil,-1.3519,-47.5758
Slavutych,Slavutych,Ukraine,51.5206,30.7569
Yucca Valley,Yucca Valley,United States,34.1234,-116.4216
Ridgefield,Ridgefield,United States,41.3065,-73.5023
Torrelodones,Torrelodones,Spain,40.5778,-3.9278
Iraquara,Iraquara,Brazil,-12.2489,-41.6189
Branson,Branson,United States,36.651,-93.2635
Sultepec,Sultepec,Mexico,18.8667,-99.95
Dainyor,Dainyor,Pakistan,35.9206,74.3783
Seaford,Seaford,United Kingdom,50.77,0.1
Uvarovo,Uvarovo,Russia,51.9833,42.2667
Sandomierz,Sandomierz,Poland,50.6833,21.75
Caransebeş,Caransebes,Romania,45.4214,22.2219
Ma‘bar,Ma`bar,Yemen,14.7939,44.2936
Valparaíso,Valparaiso,Brazil,-21.2278,-50.8678
Eisenhüttenstadt,Eisenhuttenstadt,Germany,52.1465,14.63
Zwevegem,Zwevegem,Belgium,50.8,3.3333
Balch Springs,Balch Springs,United States,32.7194,-96.6151
Woolwich,Woolwich,Canada,43.5667,-80.4833
Übach-Palenberg,Ubach-Palenberg,Germany,50.9197,6.1194
Warstein,Warstein,Germany,51.45,8.3667
Magenta,Magenta,Italy,45.4603,8.8766
Ronnenberg,Ronnenberg,Germany,52.3194,9.6556
Santa Gertrudes,Santa Gertrudes,Brazil,-22.4569,-47.53
Espelkamp,Espelkamp,Germany,52.3772,8.6328
Timberwood Park,Timberwood Park,United States,29.6994,-98.4838
Olpe,Olpe,Germany,51.0289,7.8514
De Pere,De Pere,United States,44.4309,-88.0785
Ribas do Rio Pardo,Ribas do Rio Pardo,Brazil,-20.4428,-53.7589
Piranhas,Piranhas,Brazil,-9.6239,-37.7569
Socastee,Socastee,United States,33.6871,-79.0086
Lagindingan,Lagindingan,Philippines,8.5833,124.45
Susquehanna,Susquehanna,United States,40.3111,-76.8699
Rishton,Rishton,Uzbekistan,40.3567,71.2847
Schmallenberg,Schmallenberg,Germany,51.1333,8.3
Fajardo,Fajardo,Puerto Rico,18.333,-65.6592
Marysville,Marysville,United States,40.2278,-83.3595
San Martín Sacatepéquez,San Martin Sacatepequez,Guatemala,14.8246,-91.6425
Madaoua,Madaoua,Niger,14.0762,5.9586
São João dos Patos,Sao Joao dos Patos,Brazil,-6.495,-43.7019
Derby,Derby,United States,37.5571,-97.2552
Zarautz,Zarautz,Spain,43.2833,-2.1667
Trebišov,Trebisov,Slovakia,48.6333,21.7167
Manito,Manito,Philippines,13.1235,123.8693
Litoměřice,Litomerice,Czechia,50.5336,14.1319
Bétera,Betera,Spain,39.5922,-0.4625
Plymstock,Plymstock,United Kingdom,50.3569,-4.09
Shitan,Shitan,China,22.4546,112.5832
Vertou,Vertou,France,47.1689,-1.4697
Valls,Valls,Spain,41.2883,1.2508
Wilsonville,Wilsonville,United States,45.3107,-122.7705
Echemmaia Est,Echemmaia Est,Morocco,32.0705,-8.6532
Wil,Wil,Switzerland,47.4664,9.0497
Sharya,Sharya,Russia,58.3667,45.5
Ampatuan,Ampatuan,Philippines,6.8348,124.4581
Douar Olad. Salem,Douar Olad. Salem,Morocco,32.8739,-8.8589
Ottaviano,Ottaviano,Italy,40.85,14.4775
Ouaoula,Ouaoula,Morocco,31.8667,-6.75
Clayton,Clayton,United States,35.6591,-78.4499
Brookings,Brookings,United States,44.3022,-96.7859
Pavlovsk,Pavlovsk,Russia,50.45,40.0667
Liangwu,Liangwu,China,23.6012,111.8238
Evesham,Evesham,United Kingdom,52.092,-1.947
Cabricán,Cabrican,Guatemala,15.0768,-91.65
Aquila,Aquila,Mexico,18.5833,-103.5167
Leoben,Leoben,Austria,47.3817,15.0972
North Laurel,North Laurel,United States,39.1286,-76.8476
Břeclav,Breclav,Czechia,48.759,16.882
Montevarchi,Montevarchi,Italy,43.5234,11.5679
Sierra Bullones,Sierra Bullones,Philippines,9.8167,124.2833
Walker,Walker,United States,42.9853,-85.7446
Colón,Colon,Argentina,-32.2241,-58.1419
Wyandotte,Wyandotte,United States,42.2113,-83.1558
Santa Rosa,Santa Rosa,Colombia,10.4456,-75.3686
Grandview,Grandview,United States,38.8802,-94.5227
Dongxiaozhai,Dongxiaozhai,China,40.1149,118.1375
Forest Lake,Forest Lake,United States,45.2536,-92.9583
Igreja Nova,Igreja Nova,Brazil,-10.1253,-36.6619
Mabini,Mabini,Philippines,16.0697,119.94
Middleborough,Middleborough,United States,41.8803,-70.8745
Chesapeake Beach,Chesapeake Beach,United States,38.6881,-76.5448
Altavas,Altavas,Philippines,11.5333,122.4833
Palm City,Palm City,United States,27.1736,-80.2861
Hudson,Hudson,United States,44.9637,-92.7316
Pão de Açúcar,Pao de Acucar,Brazil,-9.7478,-37.4369
Kulachi,Kulachi,Pakistan,31.9286,70.4592
Zhuchangba,Zhuchangba,China,26.6615,106.5485
Isernhagen-Süd,Isernhagen-Sud,Germany,52.4342,9.8572
Aytos,Aytos,Bulgaria,42.699,27.249
Pangil,Pangil,Philippines,14.4,121.4667
Lincoln,Lincoln,Argentina,-34.85,-61.5167
Simsbury,Simsbury,United States,41.8729,-72.8256
Calahorra,Calahorra,Spain,42.3,-1.9667
Oga,Oga,Japan,39.8867,139.8478
Swatara,Swatara,United States,40.2463,-76.803
Raisio,Raisio,Finland,60.4861,22.1694
Český Těšín,Cesky Tesin,Czechia,49.7461,18.6262
Hodonín,Hodonin,Czechia,48.849,17.1324
Villanueva,Villanueva,Colombia,4.6087,-72.9288
Clarksburg,Clarksburg,United States,39.2314,-77.2617
Ziketan,Ziketan,China,35.5885,99.9866
Lüdinghausen,Ludinghausen,Germany,51.7681,7.4444
Kakonko,Kakonko,Tanzania,-3.2796,30.96
Buy,Buy,Russia,58.4833,41.5167
Tauramena,Tauramena,Colombia,5.0167,-72.75
South Elgin,South Elgin,United States,41.9906,-88.3134
Şamaxı,Samaxi,Azerbaijan,40.6339,48.6392
Algeciras,Algeciras,Colombia,2.5219,-75.3144
Auburn Hills,Auburn Hills,United States,42.6735,-83.2447
Čadca,Cadca,Slovakia,49.4386,18.7883
Juayúa,Juayua,El Salvador,13.8436,-89.746
Ipameri,Ipameri,Brazil,-17.7219,-48.16
Bela Vista,Bela Vista,Brazil,-22.1089,-56.5208
San Enrique,San Enrique,Philippines,10.4167,122.85
Öhringen,Ohringen,Germany,49.2,9.5
Larvik,Larvik,Norway,59.0532,10.0271
Giulianova,Giulianova,Italy,42.7525,13.9567
Vizela,Vizela,Portugal,41.3833,-8.3
Dorohoi,Dorohoi,Romania,47.9597,26.3997
Canindé de São Francisco,Caninde de Sao Francisco,Brazil,-9.6419,-37.7878
Chebba,Chebba,Tunisia,35.2372,11.115
North Tustin,North Tustin,United States,33.7644,-117.7945
Igaraçu do Tietê,Igaracu do Tiete,Brazil,-22.5092,-48.5578
Ontario,Ontario,United States,44.0259,-116.9759
Takhli,Takhli,Thailand,15.2667,100.35
Albenga,Albenga,Italy,44.0491,8.213
Arad,Arad,Israel,31.2603,35.2147
Ardmore,Ardmore,United States,34.1944,-97.1253
Quirino,Quirino,Philippines,17.1333,121.7
Hastings,Hastings,United States,40.5963,-98.3914
Burlington,Burlington,United States,42.6746,-88.2723
Shangtianba,Shangtianba,China,28.039,103.8584
Tanglin,Tanglin,China,37.4377,115.8463
Talisayan,Talisayan,Philippines,8.9917,124.8833
Itabaiana,Itabaiana,Brazil,-7.3289,-35.3328
Las Cabras,Las Cabras,Chile,-34.3,-71.3167
Hannoversch Münden,Hannoversch Munden,Germany,51.4167,9.65
Heiloo,Heiloo,Netherlands,52.6011,4.7019
Roissy-en-Brie,Roissy-en-Brie,France,48.7906,2.6519
Álvares Machado,Alvares Machado,Brazil,-22.0789,-51.4719
Sanchez-Mira,Sanchez-Mira,Philippines,18.5667,121.2333
Norton Shores,Norton Shores,United States,43.1621,-86.2519
Kernersville,Kernersville,United States,36.1066,-80.0844
Rickmansworth,Rickmansworth,United Kingdom,51.6383,-0.4659
Windham,Windham,United States,41.7102,-72.1671
Tairan Camp,Tairan Camp,Philippines,6.65,121.8667
Khajurāho,Khajuraho,India,24.85,79.9333
Meiningen,Meiningen,Germany,50.55,10.4167
Aurora,Aurora,Brazil,-6.9428,-38.9678
Yayas de Viajama,Yayas de Viajama,Dominican Republic,18.6,-70.92
Easton,Easton,United States,42.0362,-71.1103
Sugar Hill,Sugar Hill,United States,34.1081,-84.056
Hoensbroek,Hoensbroek,Netherlands,50.9167,5.9333
Attendorn,Attendorn,Germany,51.1264,7.9033
San Borja,San Borja,Bolivia,-14.8583,-66.7475
Pueblo Bello,Pueblo Bello,Colombia,10.4164,-73.5867
Freha,Freha,Algeria,36.762,4.3163
Craíbas,Craibas,Brazil,-9.6178,-36.7678
Emporia,Emporia,United States,38.4028,-96.1924
Nasukarasuyama,Nasukarasuyama,Japan,36.6569,140.1517
Urbano Santos,Urbano Santos,Brazil,-3.2078,-43.4039
Mekla,Mekla,Algeria,36.6876,4.2681
Sulmona,Sulmona,Italy,42.048,13.9262
Infanta,Infanta,Philippines,15.8208,119.9083
Zernograd,Zernograd,Russia,46.85,40.3
Canhotinho,Canhotinho,Brazil,-8.8819,-36.1908
Prosper,Prosper,United States,33.2394,-96.8087
La Huerta,La Huerta,Mexico,19.4833,-104.65
Pirajuí,Pirajui,Brazil,-21.9989,-49.4569
Valdivia,Valdivia,Colombia,7.1636,-75.4392
Gyál,Gyal,Hungary,47.3822,19.2136
El Retorno,El Retorno,Colombia,2.3306,-72.6278
Maguing,Maguing,Philippines,7.9,124.4
Cedro,Cedro,Brazil,-6.6069,-39.0619
Rădăuţi,Radauti,Romania,47.8425,25.9192
Fossano,Fossano,Italy,44.55,7.7333
Dubnica nad Váhom,Dubnica nad Vahom,Slovakia,48.9575,18.1658
Almansa,Almansa,Spain,38.8682,-1.0979
Vernon,Vernon,France,49.09,1.49
Itaporanga,Itaporanga,Brazil,-7.3039,-38.15
Kaniv,Kaniv,Ukraine,49.7447,31.4558
Syke,Syke,Germany,52.9161,8.8186
Waldshut-Tiengen,Waldshut-Tiengen,Germany,47.6231,8.2144
Watsa,Watsa,Congo (Kinshasa),3.04,29.53
Almonte,Almonte,Spain,37.2667,-6.5167
San Agustín Loxicha,San Agustin Loxicha,Mexico,16.0167,-96.6167
Waldkraiburg,Waldkraiburg,Germany,48.2167,12.4
Rathenow,Rathenow,Germany,52.6,12.3333
Palmetto Bay,Palmetto Bay,United States,25.622,-80.3221
Guabiruba,Guabiruba,Brazil,-27.0858,-48.9808
Svishtov,Svishtov,Bulgaria,43.6113,25.3569
Clarence-Rockland,Clarence-Rockland,Canada,45.4833,-75.2
Somerset,Somerset,United States,40.5083,-74.501
Mahdīshahr,Mahdishahr,Iran,35.7,53.35
Limbach-Oberfrohna,Limbach-Oberfrohna,Germany,50.8667,12.75
Copertino,Copertino,Italy,40.2667,18.05
Avon Lake,Avon Lake,United States,41.4945,-82.016
Pýrgos,Pyrgos,Greece,37.6667,21.4333
Forquilha,Forquilha,Brazil,-3.7978,-40.2608
Malitbog,Malitbog,Philippines,8.5333,124.8833
Neftekumsk,Neftekumsk,Russia,44.7506,44.9797
Xinxing,Xinxing,China,47.1601,123.8
Tamilisan,Tamilisan,Philippines,7.9742,122.6625
Lathrop,Lathrop,United States,37.809,-121.3131
Loma Linda,Loma Linda,United States,34.0451,-117.2498
Natividad,Natividad,Philippines,16.05,120.8167
Pura,Pura,Philippines,15.6248,120.648
Putten,Putten,Netherlands,52.2579,5.608
